,address,bite_number_ratings,bite_user_rating,facilities,last_scraped,name,nearby_train_stations,nearby_tube_stations,source_pub_id,source_url,website
10,"194 Southgate Road, London, London, N1 3HT",,,[''],1498587736,The Hunter S,[],"[{'distance': '0.4 miles', 'name': 'Dalston Kingsland'}, {'distance': '0.5 miles', 'name': 'Canonbury'}, {'distance': '0.9 miles', 'name': 'Highbury and Islington'}]",42577,http://www.beerintheevening.com/pubs/s/42/42577/Hunter_S/London,
11,"194 Southgate Road, London, London, N1 3HT",,,[''],1498587736,The Hunter S,[],[],42574,http://www.beerintheevening.com/pubs/s/42/42574/Hunter_S/London,
12,"Blackbird Hill, London, London, nw9 8rs",1.0,7.0,[''],1498587736,Flyers Bar,[],[],45521,http://www.beerintheevening.com/pubs/s/45/45521/Flyers_Bar/London,
13,"1 Harwood Terrace, Fulham, London, SW6 2AF",6.0,7.8,"['Food served', 'Sunday roast', 'Real ale', 'Outside seating', 'Dogs allowed', 'Children allowed', 'Late licence', 'Credit cards accepted', 'Smoking area', 'Function room for hire', 'Wireless internet access']",1498587736,The Rose,[],[],38958,http://www.beerintheevening.com/pubs/s/38/38958/Rose/London,
14,"194 Southgate Road, London, N1 3HT",,,[''],1498587736,The Hunter S,[],[],42565,http://www.beerintheevening.com/pubs/s/42/42565/Hunter_S/London,
15,"183 tottenham court road, Bloomsbury, london, w1t 7pe",3.0,6.7,"['Live music', 'TV', 'Sky TV', 'Big screen', 'Karaoke (EVERY THURSDAY NIGHTS)', 'Food served', 'Gluten free meals available', 'Cocktails', 'Outside seating', 'Children allowed', 'Late licence', 'Credit cards accepted', 'Car park', 'Smoking area', 'Function room for hire', 'Wireless internet access', 'Air conditioning', 'Coach parties welcome', 'Disabled access']",1498587737,Bar @ TCR,[],[],38957,http://www.beerintheevening.com/pubs/s/38/38957/Bar_TCR/london,http://www.bar-tcr.co.uk
16,"452 Finchley Road, London, NW11 8DG",3.0,6.7,"['Live music', 'TV', 'Karaoke', 'Sunday roast', 'Real ale', 'Cocktails', 'Outside seating', 'Dogs allowed', 'Children allowed', 'Late licence', 'Credit cards accepted', 'Smoking area', 'Function room for hire', 'Wireless internet access']",1498587737,The Castle,[],[],38960,http://www.beerintheevening.com/pubs/s/38/38960/Castle/London,http://www.thecastlefinchleyroad.com
17,"149 Grafton Road, Kentish Town, London, London, NW5 4AY",,,"['Live music', 'TV', 'Jukebox', 'Pool table', 'Fruit machines']",1498587737,The Mamelon Tower,[],"[{'distance': '0.3 miles', 'name': 'Gospel Oak'}, {'distance': '0.3 miles', 'name': 'Kentish Town West'}, {'distance': '0.5 miles', 'name': 'Kentish Town'}]",31954,http://www.beerintheevening.com/pubs/s/31/31954/Mamelon_Tower/London,
18,"66 Acton Street, London, London, N5 2NH",4.0,8.8,"['Real ale', 'Wireless internet access']",1498587737,The Queen's Head,[],"[{'distance': '0.1 miles', 'name': 'Canonbury'}, {'distance': '0.5 miles', 'name': 'Highbury and Islington'}, {'distance': '0.9 miles', 'name': 'Dalston Kingsland'}]",42041,http://www.beerintheevening.com/pubs/s/42/42041/Queens_Head/London,http://www.queensheadlondon.com
19,"148 Queen Victoria St, London, London, EC4V 4BY",21.0,6.6,"['TV', 'Sky TV', 'Big screen', 'Fruit machines', 'Quiz machines', 'Food served', 'Real ale', 'Late licence', 'Credit cards accepted', 'Cash machine', 'Function room for hire', 'Wireless internet access', 'Air conditioning', 'Coach parties welcome']",1498587737,The Cos Bar,[],"[{'distance': '0.1 miles', 'name': 'Blackfriars'}, {'distance': '0.3 miles', 'name': 'St. Pauls'}, {'distance': '0.4 miles', 'name': 'Mansion House'}]",29886,http://www.beerintheevening.com/pubs/s/29/29886/Cos_Bar/London,
20,"34 Threadneedle Street, London, EC2R 8AY",6.0,2.3,['Real ale'],1498587737,All Bar One,[],"[{'distance': '0.2 miles', 'name': 'Bank'}, {'distance': '0.3 miles', 'name': 'Monument'}, {'distance': '0.3 miles', 'name': 'Liverpool Street'}]",13935,http://www.beerintheevening.com/pubs/s/13/13935/All_Bar_One/City_Of_London,
21,"14 Lime Street, City of London, London, EC3M 7AN",,,[''],1498587737,The Bunch of Grapes Inn,[],"[{'distance': '0.2 miles', 'name': 'Monument'}, {'distance': '0.3 miles', 'name': 'Bank'}, {'distance': '0.3 miles', 'name': 'Cannon Street'}]",37187,http://www.beerintheevening.com/pubs/s/37/37187/Bunch_of_Grapes_Inn/City_of_London,
22,"27a Old Bailey, London, EC4M 7HS",4.0,5.2,[''],1498587737,Chambers Bar,[],"[{'distance': '0.2 miles', 'name': 'Blackfriars'}, {'distance': '0.2 miles', 'name': 'St. Pauls'}, {'distance': '0.4 miles', 'name': 'Farringdon'}]",5921,http://www.beerintheevening.com/pubs/s/59/5921/Chambers_Bar/City_Of_London,
23,"700 Richmond St, London, Ontario, N6A 5C7 CANADA",2.0,7.0,[''],1498587737,Molly Bloom's Irish Pub,[],[],11586,http://www.beerintheevening.com/pubs/s/11/11586/Molly_Blooms_Irish_Pub/London,
24,"360 Victoria Park Road, London, E9 7BT",12.0,5.4,"['TV', 'Big screen', 'Pool table', 'Food served', 'Outside seating']",1498587737,The Victoria Park,[],"[{'distance': '0.6 miles', 'name': 'Homerton'}, {'distance': '0.8 miles', 'name': 'Hackney Wick'}, {'distance': '0.9 miles', 'name': 'Hackney Central'}]",21868,http://www.beerintheevening.com/pubs/s/21/21868/Victoria_Park/London,
25,"202 Bishopsgate, City of London, London, EC2M 4NR",,,[''],1498587737,Boisdale of Bishopsgate,[],"[{'distance': '0.1 miles', 'name': 'Liverpool Street'}, {'distance': '0.3 miles', 'name': 'Aldgate'}, {'distance': '0.4 miles', 'name': 'Aldgate East'}]",38644,http://www.beerintheevening.com/pubs/s/38/38644/Boisdale_of_Bishopsgate/City_of_London,
26,"62 Stamford Street, London, London, SE19LX",,,[''],1498587737,The Thirsty Bear,[],"[{'distance': '0.3 miles', 'name': 'Southwark'}, {'distance': '0.4 miles', 'name': 'Waterloo'}, {'distance': '0.4 miles', 'name': 'Blackfriars'}]",42584,http://www.beerintheevening.com/pubs/s/42/42584/Thirsty_Bear/London,
27,"Hill House, Shoe Lane, London, EC4A 3BQ",8.0,4.5,[''],1498587737,Alibi,[],"[{'distance': '0.3 miles', 'name': 'Chancery Lane'}, {'distance': '0.3 miles', 'name': 'Farringdon'}, {'distance': '0.3 miles', 'name': 'Blackfriars'}]",24120,http://www.beerintheevening.com/pubs/s/24/24120/Alibi/City_Of_London,
28,"30 St Mary Axe, London, London, EC3A 8BF",9.0,5.4,"['Food served', 'Cocktails', 'Children allowed', 'Credit cards accepted', 'Air conditioning', 'Disabled access', 'Disabled toilet']",1498587737,The Sterling,[],"[{'distance': '0.2 miles', 'name': 'Aldgate'}, {'distance': '0.3 miles', 'name': 'Liverpool Street'}, {'distance': '0.4 miles', 'name': 'Aldgate East'}]",26547,http://www.beerintheevening.com/pubs/s/26/26547/Sterling/London,
29,"231 Long Lane, London, London, SE1 4PR",4.0,7.2,[''],1498587737,Simon The Tanner,[],"[{'distance': '0.5 miles', 'name': 'London Bridge'}, {'distance': '0.5 miles', 'name': 'Borough'}, {'distance': '0.8 miles', 'name': 'Elephant and Castle'}]",42521,http://www.beerintheevening.com/pubs/s/42/42521/Simon_The_Tanner/London,
30,"17 Watling Street, London, EC4M 9BB",12.0,6.5,[''],1498587737,Reflex,[],"[{'distance': '0.1 miles', 'name': 'Mansion House'}, {'distance': '0.2 miles', 'name': 'St. Pauls'}, {'distance': '0.2 miles', 'name': 'Cannon Street'}]",27671,http://www.beerintheevening.com/pubs/s/27/27671/Reflex/London,
31,"66 Acton Street, London, London, London, N5 2NH",2.0,5.0,[''],1498587737,The Queen's Head,[],[],42545,http://www.beerintheevening.com/pubs/s/42/42545/Queens_Head/London,http://www.queensheadlondon.com
32,"231 Long Lane, London, London, SE1 4PR",15.0,7.4,"['Quiz night', 'Live music', 'Food served', 'Sunday roast', 'Real ale', 'Dogs allowed', 'Children allowed', 'Credit cards accepted', 'Wireless internet access', 'Disabled access', 'Disabled toilet']",1498587737,Simon The Tanner,[],"[{'distance': '0.5 miles', 'name': 'London Bridge'}, {'distance': '0.5 miles', 'name': 'Borough'}, {'distance': '0.8 miles', 'name': 'Elephant and Castle'}]",42512,http://www.beerintheevening.com/pubs/s/42/42512/Simon_The_Tanner/London,
33,"Rotherhithe Street, London, London, SE16 5LJ",,,[''],1498587737,The Ship York,[],"[{'distance': '0.7 miles', 'name': 'Canada Water'}, {'distance': '0.7 miles', 'name': 'Surrey Quays'}, {'distance': '0.8 miles', 'name': 'Canary Wharf'}]",41976,http://www.beerintheevening.com/pubs/s/41/41976/Ship_York/London,
34,"66 Acton Street, London, London, London, N5 2NH",2.0,6.5,[''],1498587737,The Queen's Head,[],[],42530,http://www.beerintheevening.com/pubs/s/42/42530/Queens_Head/London,http://www.queensheadlondon.com
35,"29 Lawrence Lane, London, EC2V 8DP",27.0,6.2,"['Quiz night (Seats up to 110 for a quiz)', 'Live music', 'TV', 'Big screen', 'Karaoke', 'Pool table (Can be booked for private hire)', 'Dartboard', 'Fruit machines', 'Quiz machines', 'Food served', 'Real ale', 'Outside seating (Roof terrace)', 'Late licence', 'Credit cards accepted', 'Function room for hire (Free function room hire for 150)', 'Wireless internet access', 'Air conditioning', 'Coach parties welcome']",1498587738,City Tavern,[],"[{'distance': '0.2 miles', 'name': 'Mansion House'}, {'distance': '0.2 miles', 'name': 'St. Pauls'}, {'distance': '0.2 miles', 'name': 'Bank'}]",13902,http://www.beerintheevening.com/pubs/s/13/13902/City_Tavern/City_Of_London,http://www.crazycowevents.co.uk/city_tavern_london
36,"Aldermary House, 10�15 Queen Street, London, EC4N 1TX",27.0,3.9,[''],1498587738,Apt Bar,[],"[{'distance': '0.1 miles', 'name': 'Mansion House'}, {'distance': '0.2 miles', 'name': 'Cannon Street'}, {'distance': '0.2 miles', 'name': 'Bank'}]",24467,http://www.beerintheevening.com/pubs/s/24/24467/Apt_Bar/City_Of_London,
37,"66 Acton Street, London, London, London, N5 2NH",2.0,5.0,[''],1498587738,The Queen's Head,[],"[{'distance': '0.1 miles', 'name': 'Canonbury'}, {'distance': '0.5 miles', 'name': 'Highbury and Islington'}, {'distance': '0.9 miles', 'name': 'Dalston Kingsland'}]",42520,http://www.beerintheevening.com/pubs/s/42/42520/Queens_Head/London,http://www.queensheadlondon.com
38,"231 Long Lane, London, London, SE1 4PR",4.0,7.8,[''],1498587738,Simon The Tanner,[],"[{'distance': '0.5 miles', 'name': 'London Bridge'}, {'distance': '0.5 miles', 'name': 'Borough'}, {'distance': '0.8 miles', 'name': 'Elephant and Castle'}]",42517,http://www.beerintheevening.com/pubs/s/42/42517/Simon_The_Tanner/London,
39,"66 Acton Street, London, London, London, N5 2NH",2.0,6.5,[''],1498587739,The Queen's Head,[],"[{'distance': '0.1 miles', 'name': 'Canonbury'}, {'distance': '0.5 miles', 'name': 'Highbury and Islington'}, {'distance': '0.9 miles', 'name': 'Dalston Kingsland'}]",42516,http://www.beerintheevening.com/pubs/s/42/42516/Queens_Head/London,http://www.queensheadlondon.com
40,"15 St Mary Avenue, City of London, London, EC3A 8AH",,,[''],1498587739,The Underwriter,[],"[{'distance': '0.3 miles', 'name': 'Liverpool Street'}, {'distance': '0.3 miles', 'name': 'Aldgate'}, {'distance': '0.3 miles', 'name': 'Bank'}]",32686,http://www.beerintheevening.com/pubs/s/32/32686/Underwriter/City_of_London,
41,"100 Fenchurch Street, City of London, London, EC3M 5JD",,,[''],1498587739,Slug and Lettuce,[],"[{'distance': '0.2 miles', 'name': 'Aldgate'}, {'distance': '0.2 miles', 'name': 'Tower Hill'}, {'distance': '0.3 miles', 'name': 'Aldgate East'}]",37185,http://www.beerintheevening.com/pubs/s/37/37185/Slug_and_Lettuce/City_of_London,
42,"Tower 42, 25 Old Broad Street, London, EC2N 1HQ",6.0,6.0,['Cocktails'],1498587739,Vertigo 42,[],"[{'distance': '0.2 miles', 'name': 'Liverpool Street'}, {'distance': '0.3 miles', 'name': 'Bank'}, {'distance': '0.3 miles', 'name': 'Moorgate'}]",11306,http://www.beerintheevening.com/pubs/s/11/11306/Vertigo_42/City_Of_London,
43,"26 Throgmorton Street, London, EC2N 2AN",25.0,6.2,"['TV', 'Quiz machines', 'Food served', 'Real ale', 'Cocktails', 'Late licence', 'Credit cards accepted', 'Smoking area (completely smoke-free pub)', 'Air conditioning', 'Coach parties welcome', 'Disabled access', 'Disabled toilet']",1498587739,The Phoenix,[],"[{'distance': '0.2 miles', 'name': 'Bank'}, {'distance': '0.3 miles', 'name': 'Liverpool Street'}, {'distance': '0.3 miles', 'name': 'Moorgate'}]",7490,http://www.beerintheevening.com/pubs/s/74/7490/Phoenix/City_Of_London,
44,"Part No.10 Aldermanbury, Love Lane, London, EC2V 7JQ",13.0,4.9,"['TV', 'Food served', 'Wireless internet access (provided by The Cloud)']",1498587739,The Prodigal,[],"[{'distance': '0.2 miles', 'name': 'St. Pauls'}, {'distance': '0.3 miles', 'name': 'Mansion House'}, {'distance': '0.3 miles', 'name': 'Moorgate'}]",9138,http://www.beerintheevening.com/pubs/s/91/9138/Prodigal/City_Of_London,
45,"27 Lime Street, London, EC3M 7HR",,,[''],1498587739,The Ship Tavern,[],"[{'distance': '0.2 miles', 'name': 'Monument'}, {'distance': '0.3 miles', 'name': 'Bank'}, {'distance': '0.3 miles', 'name': 'Cannon Street'}]",34911,http://www.beerintheevening.com/pubs/s/34/34911/Ship_Tavern/City_of_London,
46,"Dowgate Hill, City of London, London, EC4N 6AP",,,[''],1498587739,Pelt Trader,[],"[{'distance': '0 miles', 'name': 'Cannon Street'}, {'distance': '0.2 miles', 'name': 'Bank'}, {'distance': '0.2 miles', 'name': 'Mansion House'}]",43214,http://www.beerintheevening.com/pubs/s/43/43214/Pelt_Trader/City_of_London,
47,"49 Chiswell Street, City of London, London, EC1Y 4SA",,,[''],1498587740,The Jugged Hare,[],"[{'distance': '0.2 miles', 'name': 'Moorgate'}, {'distance': '0.3 miles', 'name': 'Barbican'}, {'distance': '0.4 miles', 'name': 'Old Street'}]",44215,http://www.beerintheevening.com/pubs/s/44/44215/Jugged_Hare/City_of_London,
48,"2/4 Queens Head Passage, Paternoster Square, London, EC4M 7DZ",,,"['TV', 'Fruit machines', 'Quiz machines (itbox)', 'Food served', 'Real ale', 'Smoking area', 'Wireless internet access', 'Disabled access', 'Disabled toilet']",1498587740,The Paternoster,[],"[{'distance': '0.1 miles', 'name': 'St. Pauls'}, {'distance': '0.3 miles', 'name': 'Blackfriars'}, {'distance': '0.3 miles', 'name': 'Mansion House'}]",11676,http://www.beerintheevening.com/pubs/s/11/11676/Paternoster/City_Of_London,
49,"18 Old Bailey, London, EC4M 7EP",9.0,5.9,['Pool table'],1498587740,The Magpie and Stump,[],"[{'distance': '0.3 miles', 'name': 'St. Pauls'}, {'distance': '0.3 miles', 'name': 'Blackfriars'}, {'distance': '0.4 miles', 'name': 'Farringdon'}]",25722,http://www.beerintheevening.com/pubs/s/25/25722/Magpie_and_Stump/City_Of_London,
50,"52 Threadneedle Street, City of London, London, EC2R 8AY",,,[''],1498587740,Pacific Oriental,[],"[{'distance': '0.2 miles', 'name': 'Bank'}, {'distance': '0.3 miles', 'name': 'Monument'}, {'distance': '0.3 miles', 'name': 'Liverpool Street'}]",41381,http://www.beerintheevening.com/pubs/s/41/41381/Pacific_Oriental/City_of_London,
51,"22 Whitefriars Street, London, EC4Y 8JJ",11.0,6.7,['Real ale'],1498587740,The Harrow,[],"[{'distance': '0.2 miles', 'name': 'Blackfriars'}, {'distance': '0.4 miles', 'name': 'Temple'}, {'distance': '0.5 miles', 'name': 'St. Pauls'}]",12663,http://www.beerintheevening.com/pubs/s/12/12663/Harrow/City_Of_London,
52,"32 Old Bailey Street, London, EC4M 7BS",4.0,6.2,['Function room for hire'],1498587740,McGoverns,[],"[{'distance': '0.2 miles', 'name': 'St. Pauls'}, {'distance': '0.3 miles', 'name': 'Blackfriars'}, {'distance': '0.4 miles', 'name': 'Farringdon'}]",6048,http://www.beerintheevening.com/pubs/s/60/6048/McGoverns/City_Of_London,
53,"80 Farringdon Street, London, EC4A 4BL",80.0,3.5,"['TV', 'Big screen', 'Food served', 'Real ale', 'Outside seating (2 outdoor areas)', 'Credit cards accepted', 'Function room for hire (7 days a week)', 'Air conditioning', 'Coach parties welcome']",1498587740,The Hoop and Grapes,[],"[{'distance': '0.3 miles', 'name': 'Blackfriars'}, {'distance': '0.3 miles', 'name': 'Chancery Lane'}, {'distance': '0.4 miles', 'name': 'Farringdon'}]",6131,http://www.beerintheevening.com/pubs/s/61/6131/Hoop_and_Grapes/City_Of_London,
54,"10 Austin Friars, London, EC2N 2HG",7.0,5.0,['Food served'],1498587740,The Gallery,[],"[{'distance': '0.2 miles', 'name': 'Liverpool Street'}, {'distance': '0.2 miles', 'name': 'Bank'}, {'distance': '0.3 miles', 'name': 'Moorgate'}]",28587,http://www.beerintheevening.com/pubs/s/28/28587/Gallery/City_Of_London,
55,"6 Walbrook, London, EC4N 8DQ",,,"['TV', 'Sky TV', 'Big screen', 'Pool table (5)', 'Fruit machines', 'Quiz machines (IT Box)', 'Table football', 'Food served (12pm-9pm)', 'Outside seating', 'Function room for hire', 'Wireless internet access (provided by The Cloud)']",1498587740,Deacons,[],"[{'distance': '0.1 miles', 'name': 'Cannon Street'}, {'distance': '0.1 miles', 'name': 'Bank'}, {'distance': '0.1 miles', 'name': 'Mansion House'}]",10782,http://www.beerintheevening.com/pubs/s/10/10782/Deacons/City_Of_London,
56,"251, Tooley St, London, SE1 2JX",22.0,6.3,['Food served'],1498587740,The Kings Arms,[],"[{'distance': '0.6 miles', 'name': 'London Bridge'}, {'distance': '0.6 miles', 'name': 'Tower Hill'}, {'distance': '0.6 miles', 'name': 'Bermondsey'}]",7574,http://www.beerintheevening.com/pubs/s/75/7574/Kings_Arms/London_Bridge,
57,"82 Leather Lane, City of London, London, EC1N 7TR",,,[''],1498587740,The Craft Beer Co,[],"[{'distance': '0.2 miles', 'name': 'Farringdon'}, {'distance': '0.2 miles', 'name': 'Chancery Lane'}, {'distance': '0.5 miles', 'name': 'Barbican'}]",42409,http://www.beerintheevening.com/pubs/s/42/42409/Craft_Beer_Co/City_of_London,
58,"12 Ludgate Circus, London, EC4M 7LQ",4.0,6.0,"['Food served', 'Real ale']",1498587741,Hog's Head,[],"[{'distance': '0.2 miles', 'name': 'Blackfriars'}, {'distance': '0.3 miles', 'name': 'St. Pauls'}, {'distance': '0.4 miles', 'name': 'Farringdon'}]",13204,http://www.beerintheevening.com/pubs/s/13/13204/Hogs_Head/City_Of_London,
59,"8, Bedale St, London, SE1 9AL",,,"['Sky TV', 'Dartboard', 'Fruit machines', 'Quiz machines', 'Food served', 'Real ale (London Pride', 'Adnams and Youngs)', 'Outside seating']",1498587741,The Globe,[],"[{'distance': '0.2 miles', 'name': 'London Bridge'}, {'distance': '0.4 miles', 'name': 'Borough'}, {'distance': '0.4 miles', 'name': 'Monument'}]",1358,http://www.beerintheevening.com/pubs/s/13/1358/Globe/London_Bridge,
60,"77 Borough High Street, London, SE1 1NH",,,"['Real ale', 'Outside seating']",1498587741,The George,[],"[{'distance': '0.2 miles', 'name': 'London Bridge'}, {'distance': '0.3 miles', 'name': 'Borough'}, {'distance': '0.5 miles', 'name': 'Monument'}]",434,http://www.beerintheevening.com/pubs/s/43/434/George/London_Bridge,
61,"99 Bermondsey Street, Bermondsey, London, SE1 3XB",17.0,5.2,"['Food served', 'Cocktails']",1498587741,The Garrison,[],"[{'distance': '0.4 miles', 'name': 'London Bridge'}, {'distance': '0.6 miles', 'name': 'Borough'}, {'distance': '0.7 miles', 'name': 'Tower Hill'}]",5337,http://www.beerintheevening.com/pubs/s/53/5337/Garrison/London_Bridge,
62,"Chaucer House, White Hart Yard, London, SE1 1NX",8.0,3.6,"['Food served', 'Outside seating']",1498587741,The Heeltap and Bumper,[],"[{'distance': '0.2 miles', 'name': 'London Bridge'}, {'distance': '0.3 miles', 'name': 'Borough'}, {'distance': '0.5 miles', 'name': 'Monument'}]",25571,http://www.beerintheevening.com/pubs/s/25/25571/Heeltap_and_Bumper/London_Bridge,
63,"1 Stoney Street, London, SE1 9AA",64.0,3.2,['Food served'],1498587741,The Brew Wharf,[],"[{'distance': '0.2 miles', 'name': 'London Bridge'}, {'distance': '0.3 miles', 'name': 'Borough'}, {'distance': '0.5 miles', 'name': 'Cannon Street'}]",27812,http://www.beerintheevening.com/pubs/s/27/27812/Brew_Wharf/London_Bridge,
64,"48/50 Tooley Street, London Bridge, London, SE1 2SZ",,,[''],1498587741,Cooperage,[],"[{'distance': '0.1 miles', 'name': 'London Bridge'}, {'distance': '0.4 miles', 'name': 'Monument'}, {'distance': '0.4 miles', 'name': 'Borough'}]",33564,http://www.beerintheevening.com/pubs/s/33/33564/Cooperage/London_Bridge,
65,"2, St. Thomas St, London, SE1 9RS",,,"['Food served (home-made)', 'Real ale', 'Outside seating (cosy beer garden at rear)', 'Wireless internet access (provided by The Cloud)']",1498587741,The Bunch of Grapes,[],"[{'distance': '0.1 miles', 'name': 'London Bridge'}, {'distance': '0.4 miles', 'name': 'Borough'}, {'distance': '0.5 miles', 'name': 'Monument'}]",4920,http://www.beerintheevening.com/pubs/s/49/4920/Bunch_of_Grapes/London_Bridge,
66,"10-18, London Bridge St, London, SE1 9SG",8.0,4.8,[''],1498587741,The Borough Bar and Dining,[],"[{'distance': '0.1 miles', 'name': 'London Bridge'}, {'distance': '0.4 miles', 'name': 'Borough'}, {'distance': '0.4 miles', 'name': 'Monument'}]",7913,http://www.beerintheevening.com/pubs/s/79/7913/Borough_Bar_and_Dining/London_Bridge,
67,"6-8 Borough High Street, London Bridge, London, SE1 9QQ",,,"['Big screen', 'Quiz machines (Multiplay)', 'Food served', 'Real ale', 'Outside seating']",1498587741,The Barrowboy and Banker,[],"[{'distance': '0.1 miles', 'name': 'London Bridge'}, {'distance': '0.4 miles', 'name': 'Monument'}, {'distance': '0.4 miles', 'name': 'Cannon Street'}]",1424,http://www.beerintheevening.com/pubs/s/14/1424/Barrowboy_and_Banker/London_Bridge,
68,"1 Cathedral Street, London, SE1 9DE",,,"['Sky TV', 'Food served', 'Credit cards accepted']",1498587741,The Banana Store,[],"[{'distance': '0.2 miles', 'name': 'London Bridge'}, {'distance': '0.4 miles', 'name': 'Cannon Street'}, {'distance': '0.4 miles', 'name': 'Monument'}]",1580,http://www.beerintheevening.com/pubs/s/15/1580/Banana_Store/London_Bridge,
69,"28 London Bridge Street, London Bridge, London, SE1 9SG",33.0,3.7,"['Food served', 'Real ale']",1498587741,All Bar One,[],"[{'distance': '0.1 miles', 'name': 'London Bridge'}, {'distance': '0.4 miles', 'name': 'Monument'}, {'distance': '0.4 miles', 'name': 'Borough'}]",4106,http://www.beerintheevening.com/pubs/s/41/4106/All_Bar_One/London_Bridge,
70,"26 Melior Street, London, SE1 3QP",,,"['TV', 'Big screen', 'Dartboard', 'Food served', 'Sunday roast', 'Real ale', 'Outside seating', 'Credit cards accepted', 'Function room for hire']",1498587742,The Horseshoe Inn,[],"[{'distance': '0.2 miles', 'name': 'London Bridge'}, {'distance': '0.5 miles', 'name': 'Borough'}, {'distance': '0.6 miles', 'name': 'Monument'}]",14422,http://www.beerintheevening.com/pubs/s/14/14422/Horseshoe_Inn/London_Bridge,
71,"32 Lafone Street, Butlers Wharf, London Bridge, London, SE1 2LX",,,[''],1498587742,Dean Swift,[],"[{'distance': '0.5 miles', 'name': 'Tower Hill'}, {'distance': '0.6 miles', 'name': 'London Bridge'}, {'distance': '0.7 miles', 'name': 'Bermondsey'}]",37977,http://www.beerintheevening.com/pubs/s/37/37977/Dean_Swift/London_Bridge,
72,"8-10, Southampton Row, Holborn, London, WC1B 4AE",,,"['Quiz night (Student Quiz Nights commin soon every monday)', 'Live music (Accoustic Sessions Every Saturday)', 'TV', 'Pool table', 'Fruit machines', 'Quiz machines', 'Food served (Daily from 12pm - 3pm and from 5pm til late)', 'Gluten free meals available', 'Real ale (From Harveys', 'Wychwood and Fullers)', 'Cocktails', 'Children allowed', 'Late licence', 'Credit cards accepted', 'Function room for hire', 'Air conditioning', 'Coach parties welcome', 'Disabled access', 'Disabled toilet']",1498587742,The Ivy House,[],"[{'distance': '0.1 miles', 'name': 'Holborn'}, {'distance': '0.4 miles', 'name': 'Russell Square'}, {'distance': '0.4 miles', 'name': 'Chancery Lane'}]",668,http://www.beerintheevening.com/pubs/s/66/668/Ivy_House/Holborn_London,http://www.ivyhouseholborn.co.uk
